X,Y,Z,Category
1.7358347441853916,0.02450210455195767,0.27264366616880165,C0
1.6393424812220736,0.08612745089915269,-0.276435468,C0
1.5627022610599277,-0.023361354,-0.072971847,C0
1.6220611493395134,-0.186953833,0.37498723770834025,C0
1.4966502685290308,-0.006492738,0.12250466002829336,C0
1.6897014659300957,-0.349680905,0.13206107946324963,C0
1.5000594161124141,-0.172193572,-0.298296018,C0
1.4165034997845596,-0.195655897,-0.036226474,C0
1.7280186688887456,0.08659167911186146,0.06918632435099387,C0
1.6017916500123475,0.1543679435844777,0.5019063801742083,C0
1.3108196283349367,0.20017010280125916,0.29555134145767453,C0
1.3586361044904203,0.5321746324686594,0.15111280114062053,C0
1.8520326763242962,0.33333903228937733,0.03158480363524707,C0
1.193480263922547,0.4106631672244353,0.047827243904846994,C0
1.3902488045926655,0.09937646367153485,0.4527546310124516,C0
1.773683701131191,0.3471236847275531,0.31549613283164984,C0
1.680355381689344,0.03184277258521295,0.37355861592296885,C0
1.5491953922688577,0.08100876631047815,0.25373408304236383,C0
1.4659878213713258,-0.001791486,0.39850401662556384,C0
1.2721706153396706,0.19598965535956528,0.6274080781692228,C0
1.7130511759284757,0.024422755067034924,0.46822179674058473,C0
1.1721293461890543,0.14464713748245933,0.826258815235839,C0
1.4854581620532308,0.5927415850079953,0.4324792599216793,C0
1.622058556716058,0.5572860997476132,0.6433034840925889,C0
1.2856140424306468,0.2553939297947634,0.55907152225199,C0
1.4362904446499207,0.6430529070683146,0.6942944042357715,C0
1.244693773443144,0.4444870453628771,0.4558333678541998,C0
1.6616682427142244,0.34742711613057214,0.8810327380584735,C0
1.4416015612762298,0.4292070584101062,0.48645403404574095,C0
1.2150580033257885,-0.068244577,0.3375610958206089,C0
1.2207298816285252,0.4310856621677492,0.7714456270203855,C0
1.4035318977817965,0.4809073054563313,0.9001783580789414,C0
1.2147025402230847,0.07382634257129816,0.6457306469275592,C0
1.7461519381072144,0.5810086486907194,0.7829339783892459,C0
1.4795843331279959,0.5235497218715078,0.6504207849760274,C0
1.404852168431181,-0.118482139,0.7114578239630591,C0
1.2485969666000944,0.4440016749179613,0.5794742162490367,C0
1.4686758014832033,0.6971001262013686,0.8987759563169853,C0
1.3144846217870287,0.7499292734747345,0.9180491864073969,C0
1.102453305653072,-0.072735023,0.7867872832255418,C0
1.0841295821871821,0.2645615070798576,0.5985115107333708,C0
1.430093023719992,0.5633996315802419,0.6009978809000058,C0
1.5683194133613585,0.3707576507323659,0.7863837317175325,C0
1.0243332937709946,0.5423010794172264,1.0050525978915,C0
1.323625288000577,0.5421270226920968,0.5278541223633574,C0
0.9391897902833204,0.5140939153241647,0.7435018192530132,C0
1.1726447513145741,0.259159052047713,0.8639758603062799,C0
1.112239351545244,0.2939801896775312,1.131017303220089,C0
